,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,length_in_minutes,time_signature
175,0.19,0.04,C#/Db,-28.06,minor,0.04,0.47,0.2,0.08,0.04,127.74,audio_features,7mJNJKQ1eZFKMmJoaqyw55,3.62,3/4
176,0.06,0.04,D,-31.54,major,0.04,0.62,0.87,0.17,0.03,69.13,audio_features,6CUiebGxPIwqW6xiLwkAzA,6.34,4/4
177,0.08,0.04,E,-27.36,minor,0.05,0.93,0.91,0.11,0.03,77.4,audio_features,5BTKOw2T18rGBgcS0kCljX,3.33,3/4
178,0.19,0.43,D#/Eb,-11.32,major,0.04,0.66,0.82,0.07,0.07,147.99,audio_features,0vgkEeiULt4ow0B4zjKkfI,2.41,4/4
179,0.16,0.2,A,-15.86,minor,0.03,0.7,0.9,0.09,0.04,65.53,audio_features,0uHQILSXjwft3sQMX7VUO1,3.77,4/4
180,0.26,0.54,C,-11.22,major,0.04,0.22,0.85,0.11,0.18,53.76,audio_features,2Q84nSfFAHtFNwZhAKH0Sa,1.95,4/4
181,0.62,0.07,C#/Db,-20.68,major,0.03,0.02,0.88,0.1,0.11,108.21,audio_features,3prpCQntkUBMO4AYhHlGZr,4.47,4/4
182,0.16,0.21,A#/Bb,-15.0,major,0.03,0.98,0.91,0.1,0.14,96.28,audio_features,7asJAawdJkvgJcp78TUCq0,3.57,4/4
183,0.26,0.13,D,-21.68,major,0.05,0.81,0.86,0.09,0.07,70.94,audio_features,3eqXdcpkoqIeRaJWWbup4g,2.48,3/4
184,0.23,0.2,G,-13.48,major,0.04,0.94,0.41,0.14,0.04,74.64,audio_features,1Ixx8O5xpoOWQBQnV4GsGC,1.66,4/4
185,0.17,0.21,A,-18.89,minor,0.04,0.99,0.71,0.08,0.09,84.87,audio_features,76yH4eWMruzut56Ud4f2DZ,2.56,3/4
186,0.44,0.31,B,-16.9,minor,0.04,0.64,0.93,0.13,0.19,110.2,audio_features,7wvcGJDrnDVsS7gyZA6WZ2,1.83,4/4
187,0.67,0.46,C#/Db,-8.65,major,0.03,0.32,0.38,0.06,0.03,102.48,audio_features,0DSKqdWAAhC053eh5DCBDG,5.0,4/4
188,0.69,0.48,G,-14.11,major,0.03,0.64,0.9,0.35,0.26,97.97,audio_features,4ccNGYSlYJkCT5EphzLnL2,3.88,4/4
189,0.54,0.47,C,-15.69,major,0.04,0.91,0.94,0.31,0.43,84.03,audio_features,3i1WzzfNWrIxKFSCodqHZn,3.94,4/4
190,0.73,0.5,C#/Db,-10.58,minor,0.07,0.51,0.86,0.22,0.39,89.98,audio_features,29jTcW4KoAQz49fJlytIUi,3.62,4/4
191,0.59,0.46,F,-15.8,minor,0.03,0.47,0.9,0.11,0.06,116.99,audio_features,0GevyA6qWETRm59Rkb9aWh,4.17,4/4
192,0.64,0.63,E,-8.02,minor,0.03,0.74,0.66,0.09,0.15,129.97,audio_features,64HVm1ZXUkjDhFNdVNWLru,2.84,4/4
193,0.63,0.57,E,-12.92,minor,0.03,0.53,0.79,0.31,0.17,118.01,audio_features,1OYhSG1PZz5t6faXcxOL6z,5.19,4/4
194,0.56,0.59,G#/Ab,-11.23,major,0.05,0.8,0.8,0.1,0.78,75.99,audio_features,5X6wnk64dSdJrRkoBUcQlg,4.35,4/4
195,0.68,0.71,A#/Bb,-9.32,minor,0.03,0.19,0.55,0.09,0.67,93.98,audio_features,5SabZvlFlmKJBX9sg6ZpJ2,3.52,4/4
196,0.51,0.55,G,-11.22,minor,0.03,0.34,0.0,0.11,0.45,91.2,audio_features,3ViV9TZW9iJIcIH3ktpcod,4.14,4/4
197,0.65,0.62,D,-9.79,major,0.04,0.36,0.62,0.15,0.54,115.01,audio_features,71RzhxlZpTpokA2UTRjCGP,4.28,4/4
198,0.65,0.51,C#/Db,-14.84,major,0.03,0.29,0.95,0.32,0.31,99.88,audio_features,4MzywqyksExKxTOp4fRnl4,4.81,4/4
199,0.42,0.46,D#/Eb,-11.16,minor,0.03,0.51,0.95,0.11,0.29,174.98,audio_features,4CHQcrsIwP4czqyuDbQgEL,3.43,4/4
200,0.55,0.55,C#/Db,-14.68,major,0.03,0.28,0.87,0.09,0.15,104.02,audio_features,45AFfzJCKIZJLyBlWyQm5s,5.34,4/4
201,0.38,0.4,G,-13.5,minor,0.02,0.69,0.94,0.06,0.34,89.2,audio_features,2V4zS4ZG3ucA69R3SwT6QM,4.15,4/4
202,0.47,0.28,G,-19.82,major,0.27,0.56,0.92,0.21,0.37,165.87,audio_features,6KPBSIUcTjtajOxNlPxYRy,3.67,4/4
203,0.59,0.46,F,-15.8,minor,0.03,0.47,0.9,0.11,0.06,116.99,audio_features,0GevyA6qWETRm59Rkb9aWh,4.17,4/4
204,0.58,0.31,C,-13.34,minor,0.03,0.87,0.85,0.1,0.26,88.92,audio_features,6nlRx0rb2Luyi3YTDfUJnu,3.59,4/4
205,0.48,0.3,C#/Db,-16.37,major,0.04,0.2,0.82,0.09,0.56,121.34,audio_features,2Eu2Q614nR7ciUYqrqV324,4.45,3/4
206,0.48,0.3,C#/Db,-16.37,major,0.04,0.2,0.82,0.09,0.56,121.34,audio_features,2Eu2Q614nR7ciUYqrqV324,4.45,3/4
207,0.55,0.6,A#/Bb,-11.35,minor,0.03,0.85,0.76,0.11,0.37,103.94,audio_features,3wuqOxS0q8TSiLrGdO1Ooy,3.36,4/4
208,0.66,0.63,C#/Db,-10.53,major,0.03,0.74,0.94,0.14,0.26,99.98,audio_features,0FrX897JnA8BgLTZWLH6MK,3.73,4/4
209,0.55,0.6,A#/Bb,-11.35,minor,0.03,0.85,0.76,0.11,0.37,103.94,audio_features,3wuqOxS0q8TSiLrGdO1Ooy,3.36,4/4
210,0.48,0.59,E,-9.5,major,0.03,0.83,0.68,0.22,0.15,152.97,audio_features,4Q9FMDTY39qjXnWkzkwOjm,3.64,4/4
211,0.7,0.5,B,-15.45,minor,0.03,0.87,0.86,0.07,0.71,92.0,audio_features,68uWFg28nz90RMs3yUbapt,3.15,4/4
212,0.56,0.59,G#/Ab,-11.23,major,0.05,0.8,0.8,0.1,0.78,75.99,audio_features,5X6wnk64dSdJrRkoBUcQlg,4.35,4/4
213,0.67,0.72,C#/Db,-7.83,minor,0.02,0.76,0.87,0.28,0.71,92.87,audio_features,0rzSHOrmVmsMCxSq035Qki,5.07,4/4
214,0.64,0.71,C,-10.47,major,0.04,0.88,0.93,0.3,0.42,107.1,audio_features,7G1gbBE4vWjGRZdClReMCu,4.33,4/4
215,0.56,0.5,G#/Ab,-15.18,major,0.03,0.77,0.8,0.13,0.59,138.0,audio_features,3w7nKHRnwfwEaASblrUxaD,4.61,4/4
216,0.66,0.44,C#/Db,-13.5,minor,0.03,0.76,0.96,0.11,0.62,105.01,audio_features,6A7dXN0kZMax9BfYrtGdmK,3.37,4/4
217,0.6,0.74,G#/Ab,-7.17,minor,0.03,0.83,0.94,0.13,0.27,147.89,audio_features,4GTWCZqQzmRTJMxM647hhc,5.04,4/4
218,0.76,0.83,C#/Db,-10.05,major,0.03,0.8,0.9,0.12,0.24,100.01,audio_features,5Iu6DWJ441OVIfoiQaSRCh,3.77,4/4
219,0.61,0.51,C,-13.86,minor,0.03,0.4,0.26,0.1,0.48,126.0,audio_features,6YikzM8d2nhWsZzsVuvTKC,4.01,4/4
220,0.44,0.47,E,-14.2,major,0.05,0.69,0.95,0.09,0.42,92.94,audio_features,6xfOKxiNn1U9PapfpkCsUB,3.76,4/4
221,0.6,0.75,F#/Gb,-9.02,minor,0.03,0.7,0.92,0.12,0.58,100.01,audio_features,4ENT5mBZUjIA4WnMqaH8r2,3.89,4/4
222,0.42,0.62,B,-10.63,major,0.04,0.94,0.91,0.23,0.31,179.9,audio_features,0WwLWc1TpGJFAwMBrwn515,3.21,4/4
223,0.44,0.47,E,-15.58,major,0.04,0.74,0.94,0.13,0.43,80.01,audio_features,2OmNEjmQvDIxOThbP4NtHM,6.79,4/4
224,0.52,0.81,C,-6.36,minor,0.03,0.1,0.93,0.12,0.49,169.98,audio_features,3BPHGCn29lAFGMoZ4sYE63,3.42,4/4
225,0.55,0.65,C,-10.97,minor,0.03,0.6,0.86,0.11,0.35,84.96,audio_features,2ZyBMmb7t45FBKWNbcEd4D,3.52,4/4
226,0.8,0.45,A#/Bb,-17.48,major,0.06,0.8,0.74,0.09,0.14,123.99,audio_features,5B2Kxe82NcaY8HiPICQUtd,3.87,4/4
227,0.77,0.82,G,-8.13,minor,0.04,0.51,0.92,0.07,0.97,122.02,audio_features,4EKvRMR2n80eg7gVKFzxF3,5.93,4/4
228,0.52,0.55,F#/Gb,-8.48,minor,0.03,0.23,0.0,0.1,0.69,169.98,audio_features,3deREmfjjYkKMfxnVz1X6l,3.68,4/4
229,0.42,0.08,F,-17.12,major,0.04,0.9,0.0,0.05,0.19,97.74,audio_features,6hiCNGJjw3BQcM7MmqIaoO,5.5,4/4
230,0.16,0.45,D,-7.87,minor,0.03,0.01,0.82,0.11,0.1,169.48,audio_features,17ViqJ4aMreUGtbNJJZ37O,1.88,3/4
231,0.52,0.21,G,-13.47,major,0.03,0.87,0.02,0.08,0.1,137.11,audio_features,0Z3CT9GPcvymMOoZRRYQBp,3.47,3/4
232,0.66,0.48,E,-14.26,major,0.05,0.27,0.85,0.14,0.56,122.01,audio_features,6cSi8a6dK9tViKKxGTpITw,4.03,4/4
233,0.49,0.1,A,-25.45,minor,0.03,0.24,0.66,0.22,0.18,79.98,audio_features,6dkCYwWsPCV0853qAwZ9MH,2.15,4/4
234,0.48,0.51,D#/Eb,-6.34,major,0.03,0.55,0.86,0.12,0.74,105.19,audio_features,1yb2jqz3nNZf4jgQoc5M4Y,2.73,4/4
235,0.68,0.46,G#/Ab,-15.43,minor,0.05,0.24,0.91,0.08,0.21,130.0,audio_features,7uYewleEwnHuejP3GOncQb,2.42,4/4
236,0.69,0.3,B,-18.06,minor,0.04,0.81,0.89,0.16,0.83,74.01,audio_features,5XotTQ28IcL8r5KhQBWcVm,1.56,4/4
237,0.66,0.48,E,-14.26,major,0.05,0.27,0.85,0.14,0.56,122.01,audio_features,6cSi8a6dK9tViKKxGTpITw,4.03,4/4
238,0.82,0.61,D#/Eb,-7.21,minor,0.03,0.79,0.9,0.09,0.49,134.96,audio_features,5jOJg4sfGjVw9qtRzLB0I9,4.09,4/4
239,0.68,0.46,G#/Ab,-15.43,minor,0.05,0.24,0.91,0.08,0.21,130.0,audio_features,7uYewleEwnHuejP3GOncQb,2.42,4/4
240,0.58,0.52,C#/Db,-12.72,major,0.05,0.63,0.81,0.13,0.47,170.02,audio_features,3FOMaTmPpIXCwkYttto3y3,2.72,4/4
241,0.53,0.45,E,-6.63,minor,0.04,0.02,0.86,0.2,0.37,114.21,audio_features,3nlYhSftILf8bG4phCql13,6.07,4/4
242,0.63,0.57,E,-12.92,minor,0.03,0.53,0.79,0.31,0.17,118.01,audio_features,1OYhSG1PZz5t6faXcxOL6z,5.19,4/4
243,0.51,0.21,D,-15.82,major,0.04,0.95,0.95,0.08,0.33,116.03,audio_features,5aJjXHmDkRoMVQ1YpkvcQy,4.09,4/4
244,0.55,0.44,G,-6.62,major,0.03,0.45,0.96,0.11,0.3,99.95,audio_features,0kt5o790iLRf9jUBWLXQ0k,3.46,4/4
245,0.39,0.54,D,-8.59,major,0.03,0.58,0.0,0.12,0.32,89.9,audio_features,0ZgTVZ1tGJOyB5mQqn3RRc,3.71,4/4
246,0.54,0.47,C,-15.69,major,0.04,0.91,0.94,0.31,0.43,84.03,audio_features,3i1WzzfNWrIxKFSCodqHZn,3.94,4/4
247,0.65,0.68,E,-11.24,major,0.03,0.12,0.89,0.21,0.39,124.99,audio_features,7breOFWdb8FW3ct6sCnCrL,3.18,4/4
248,0.5,0.38,C,-8.68,major,0.03,0.28,0.0,0.26,0.34,79.95,audio_features,1F5mWfY183jBeKr69YRM6p,3.86,4/4
249,0.73,0.5,C#/Db,-10.58,minor,0.07,0.51,0.86,0.22,0.39,89.98,audio_features,29jTcW4KoAQz49fJlytIUi,3.62,4/4
250,0.62,0.34,D,-15.35,minor,0.04,0.24,0.58,0.3,0.37,125.05,audio_features,1l1Cou2d9VNLRthuOdojJn,4.13,4/4
251,0.52,0.04,F#/Gb,-23.54,minor,0.03,0.83,0.01,0.11,0.17,109.82,audio_features,68TjVeha9So8A0MOdg6QI5,3.49,4/4
252,0.56,0.2,E,-14.03,minor,0.03,0.93,0.94,0.07,0.2,90.08,audio_features,1TOfbe4Y2MEhqWsvEZJY1W,4.22,4/4
253,0.56,0.59,G#/Ab,-11.23,major,0.05,0.8,0.8,0.1,0.78,75.99,audio_features,5X6wnk64dSdJrRkoBUcQlg,4.35,4/4
254,0.61,0.05,B,-23.56,minor,0.04,0.62,0.3,0.11,0.19,95.05,audio_features,65TG3Mj9ge0bW4UGYKZ4fG,3.19,4/4
255,0.77,0.39,D,-13.13,major,0.05,0.91,0.84,0.1,0.2,104.04,audio_features,1v7eAashVWBU8R0bqQ5fNk,4.8,4/4
256,0.56,0.82,G#/Ab,-7.62,minor,0.03,0.19,0.82,0.08,0.5,82.01,audio_features,2WFRGGDTD5coQtonoka2as,3.38,4/4
257,0.52,0.55,F#/Gb,-8.48,minor,0.03,0.23,0.0,0.1,0.69,169.98,audio_features,3deREmfjjYkKMfxnVz1X6l,3.68,4/4
258,0.56,0.5,G#/Ab,-15.18,major,0.03,0.77,0.8,0.13,0.59,138.0,audio_features,3w7nKHRnwfwEaASblrUxaD,4.61,4/4
259,0.78,0.37,A#/Bb,-14.86,major,0.05,0.93,0.9,0.05,0.41,125.0,audio_features,5QvvENNiftT9duwAJKWhyB,4.02,4/4
260,0.76,0.63,F#/Gb,-5.29,minor,0.04,0.48,0.92,0.09,0.28,99.0,audio_features,5VVOijlu8o38WE3qWqEp7X,3.29,4/4
261,0.61,0.88,C#/Db,-4.92,major,0.03,0.72,0.49,0.36,0.36,136.01,audio_features,6CMjbH1Hc5plQLKQnCkduR,2.42,4/4
262,0.41,0.65,C#/Db,-6.96,minor,0.18,0.01,0.28,0.13,0.07,161.97,audio_features,5yTjsmrECWfldJPkAebqvU,3.48,4/4
263,0.62,0.45,C,-8.84,minor,0.04,0.19,0.96,0.08,0.24,190.08,audio_features,7muxvuaPTM4DcFwDW6lzZM,3.37,4/4
264,0.81,0.55,C#/Db,-8.99,major,0.03,0.77,0.92,0.12,0.59,79.98,audio_features,2Bdpa43YpTUlPuzfpdAI10,5.68,4/4
265,0.85,0.31,F#/Gb,-8.45,minor,0.04,0.78,0.0,0.24,0.51,128.2,audio_features,1VoTP6skTpso2pEHgxkWPs,1.92,4/4
266,0.18,0.23,A,-16.46,minor,0.04,0.95,0.98,0.1,0.05,94.08,audio_features,6pWgRkpqVfxnj3WuIcJ7WP,2.12,4/4
267,0.79,0.59,G,-8.7,minor,0.14,0.28,0.0,0.11,0.64,99.24,audio_features,4w273WCBXwM4P3jTX5HkB2,2.68,3/4
268,0.79,0.59,G,-8.7,minor,0.14,0.28,0.0,0.11,0.64,99.24,audio_features,4w273WCBXwM4P3jTX5HkB2,2.68,3/4
269,0.43,0.91,F#/Gb,-4.72,major,0.09,0.01,0.0,0.66,0.46,126.33,audio_features,4wxm46qMm1P7JH1ivm1BQ2,2.89,4/4
270,0.45,0.91,D,-4.13,major,0.08,0.0,0.0,0.07,0.46,115.06,audio_features,7ESOu8dZ41nrGlRu9BLEte,4.94,4/4
271,0.24,0.22,C,-11.33,minor,0.03,0.81,0.39,0.11,0.08,100.59,audio_features,5MEQ91Z29pSOA1mHLyk4W2,2.7,3/4
272,0.31,0.5,D,-9.73,minor,0.04,0.75,0.64,0.1,0.32,155.55,audio_features,4EVb8iiLdIuuimTA5SD3gn,3.46,4/4
273,0.33,0.29,C,-10.13,major,0.03,0.74,0.8,0.1,0.1,140.78,audio_features,7FiPPZMuspTj6koUqxir5z,6.03,3/4
274,0.09,0.31,C,-8.75,major,0.04,0.84,0.76,0.13,0.04,69.28,audio_features,6JGE1IbYe9WcmrKRHEBwrw,6.08,4/4
275,0.55,0.43,D,-10.88,minor,0.04,0.85,0.56,0.11,0.28,136.88,audio_features,5tN1EvrHoxtusz8OCRKGdY,4.08,3/4
276,0.26,0.54,G,-7.96,minor,0.04,0.82,0.91,0.1,0.39,109.76,audio_features,4JwoLiQ9XysXqw4JcVvAYC,5.4,3/4
277,0.22,0.31,F,-9.64,minor,0.04,0.84,0.58,0.12,0.17,126.1,audio_features,5cy6nd48GwnUkl27Kmdr0O,3.69,4/4
278,0.25,0.39,G,-9.3,minor,0.03,0.56,0.94,0.12,0.18,100.02,audio_features,3IiWVE4GJYrqSVhgjEH1Yl,4.41,4/4
279,0.21,0.3,F,-10.3,major,0.04,0.9,0.89,0.24,0.04,112.48,audio_features,5BVhuE2oWsDiHJkEefyFWm,3.04,3/4
280,0.44,0.38,A,-15.62,minor,0.04,0.78,0.96,0.07,0.26,92.89,audio_features,0Az8sB0kiWOtgZFphoCKzd,4.29,3/4
281,0.31,0.45,D,-9.95,minor,0.03,0.76,0.93,0.12,0.14,136.08,audio_features,5ReqcLBovuMu5jdCZRoU1D,3.5,4/4
282,0.24,0.39,C,-9.17,major,0.03,0.65,0.96,0.16,0.04,85.36,audio_features,7GxUuaXFWqUSk1HBjHjGMY,6.04,4/4
283,0.17,0.19,F,-8.63,major,0.04,0.86,0.11,0.13,0.04,102.86,audio_features,5lNLIphSK0tyPMDaLWyy0I,4.22,3/4
284,0.22,0.54,D,-6.79,minor,0.04,0.01,0.97,0.21,0.31,120.76,audio_features,2meOIQl4WhJUdYdIyHCu6R,3.33,4/4
285,0.24,0.46,C#/Db,-7.16,major,0.03,0.69,0.0,0.29,0.52,65.44,audio_features,5QCgVLE40otCwuB2onm6vG,5.82,4/4
286,0.16,0.04,E,-19.32,minor,0.04,0.99,0.99,0.11,0.24,85.24,audio_features,1Yim9dlL9fAGVoO5cX8zNU,1.05,3/4
287,0.15,0.18,D,-18.48,minor,0.04,0.9,0.85,0.13,0.04,70.31,audio_features,1h9RsO6lndcjKFxzYbsERk,1.36,3/4
288,0.86,0.66,A#/Bb,-11.8,major,0.12,0.48,0.95,0.1,0.61,108.02,audio_features,3DKKu1N1hZNC9vINyFtlY5,1.52,4/4
289,0.47,0.26,G,-16.91,minor,0.05,0.95,0.92,0.12,0.52,131.02,audio_features,0jtRRnbLndJDXbagEADLmd,1.35,4/4
290,0.26,0.04,D,-26.56,minor,0.04,0.97,0.88,0.09,0.23,167.76,audio_features,1CADa3niFb30G3gXqTeFay,2.19,3/4
291,0.5,0.14,C,-18.47,major,0.04,0.85,0.9,0.1,0.2,132.32,audio_features,5kP7BmwjegvdbML5baspnC,1.12,4/4
292,0.3,0.25,D,-15.71,major,0.03,0.83,0.82,0.1,0.12,80.71,audio_features,4FYB3Q3GhEs0OZ04fzab0R,2.57,4/4
293,0.39,0.19,E,-16.7,minor,0.05,0.85,0.0,0.09,0.65,79.97,audio_features,0gGvE7kT6wZsHmMJyYSvFJ,2.6,4/4
294,0.57,0.27,F,-14.92,minor,0.04,0.96,0.94,0.12,0.5,82.93,audio_features,5cfziwmUB8ZAyuouS4Gu74,1.44,4/4
295,0.14,0.13,A#/Bb,-19.65,major,0.03,0.97,0.93,0.12,0.04,78.72,audio_features,7mNWDEnFj1CEvJdXI5nWhc,1.88,3/4
296,0.68,0.18,D,-12.39,minor,0.03,0.74,0.93,0.09,0.03,125.04,audio_features,1a86BR1HbxC9CUk1ogyEcg,3.66,4/4
297,0.44,0.14,B,-16.9,major,0.03,0.94,0.82,0.12,0.38,89.34,audio_features,4rQFWVm26ge7vXdyZYqAc7,3.38,3/4
298,0.46,0.54,A,-8.29,minor,0.02,0.29,0.93,0.09,0.57,155.15,audio_features,3rzrSDPKWjei8lYzB34A3a,2.87,3/4
299,0.5,0.02,C#/Db,-22.75,minor,0.04,0.99,0.96,0.1,0.2,141.36,audio_features,4X8VHz2KDFpIJWcYtsdmJD,2.1,3/4
300,0.59,0.82,G,-4.76,major,0.04,0.42,0.0,0.13,0.72,85.97,audio_features,3Mi6mtEZ2MopQ7MKfkWl9f,3.36,4/4
301,0.44,0.61,C#/Db,-3.54,major,0.05,0.29,0.0,0.05,0.71,131.62,audio_features,3cRhk3aGHPTe4aptRyQAJW,3.22,4/4
302,0.52,0.81,E,-5.34,minor,0.04,0.03,0.0,0.3,0.45,92.79,audio_features,59wQXbDYHOHYUbLRySohsP,3.38,4/4
303,0.55,0.97,B,-4.58,minor,0.09,0.0,0.0,0.24,0.39,121.03,audio_features,0e3ElMapLJIe0uIchrFVBt,3.71,4/4
304,0.58,0.84,D,-4.23,major,0.21,0.36,0.0,0.16,0.87,116.89,audio_features,4wju5onPL5k2pORII0t2W1,2.74,4/4
305,0.65,0.47,D,-6.55,minor,0.03,0.57,0.0,0.16,0.33,111.97,audio_features,7I6sXnSLWoc3LEQisxG86Y,3.66,4/4
306,0.4,0.64,C,-8.82,major,0.06,0.12,0.0,0.2,0.48,168.03,audio_features,5ixdi1J5GIRKmmwqJiyINe,3.26,4/4
307,0.29,0.72,F#/Gb,-5.32,major,0.05,0.01,0.0,0.2,0.46,138.28,audio_features,688EzbJ3fiB8zKwArQdZkK,3.03,4/4
308,0.53,0.25,B,-9.52,major,0.05,0.96,0.0,0.07,0.43,81.72,audio_features,039FJyfiM5h39kpz6VfVAD,2.18,4/4
309,0.78,0.89,C,-4.41,minor,0.12,0.45,0.0,0.31,0.8,101.99,audio_features,42NhtRt3m866eCGfMVg5BF,2.87,4/4
310,0.49,0.53,G,-8.66,major,0.03,0.11,0.0,0.31,0.25,145.78,audio_features,17Rlm2i1lChVzLN7aqkqlN,3.79,4/4
311,0.35,0.05,E,-27.08,minor,0.04,0.99,0.56,0.14,0.05,129.84,audio_features,1wD9s7SzYky9YozvBsUloM,1.57,3/4
312,0.35,0.05,E,-27.08,minor,0.04,0.99,0.56,0.14,0.05,129.84,audio_features,1wD9s7SzYky9YozvBsUloM,1.57,3/4
313,0.63,0.24,D,-17.27,minor,0.04,0.87,0.87,0.24,0.97,123.93,audio_features,4yQTkaiCLJ1MU58mVJ86NC,1.58,4/4
314,0.57,0.33,A,-14.75,minor,0.03,0.86,0.92,0.38,0.29,125.03,audio_features,4QrVMm2GtGdrRdZRcS3Ozo,3.73,3/4
315,0.5,0.07,B,-26.02,major,0.05,0.9,0.91,0.13,0.08,119.9,audio_features,7LUOeqUkDBn5QEeSJZqOaq,3.08,4/4
316,0.61,0.39,G#/Ab,-12.32,minor,0.03,0.6,0.95,0.09,0.33,135.39,audio_features,7lBPSOfPhH3UQ3HGssSUaz,2.92,4/4
317,0.2,0.04,E,-18.48,major,0.04,0.99,0.88,0.08,0.24,78.06,audio_features,2GIrfkU0rw1yluPmR2wVul,1.51,3/4
318,0.53,0.04,A#/Bb,-25.34,minor,0.14,0.98,0.95,0.11,0.14,128.04,audio_features,4L1l1uMBe6baP4Nuy1Gf0e,1.6,3/4
319,0.69,0.26,A#/Bb,-16.55,minor,0.05,0.71,0.96,0.09,0.69,165.07,audio_features,2jY4TunMCGjd4HKgzvpzeb,1.58,3/4
320,0.26,0.12,A#/Bb,-21.08,minor,0.05,0.89,0.96,0.12,0.11,117.79,audio_features,09m0mFvXJrDDMy1eJk3dhK,1.17,3/4
321,0.16,0.09,A#/Bb,-18.51,major,0.04,0.93,0.95,0.13,0.04,105.96,audio_features,5qiS0uWgrWMRGvwAS93mpx,1.2,5/4
322,0.34,0.14,G,-14.29,major,0.03,0.86,0.03,0.1,0.1,131.38,audio_features,5PL31Uf5jITiPCatgz4UbS,3.0,3/4
323,0.11,0.17,E,-14.84,minor,0.03,0.82,0.76,0.16,0.14,75.26,audio_features,6aXHM2es2a0Dhc5CiOVgXH,3.27,3/4
324,0.16,0.17,C,-26.35,minor,0.04,0.94,0.9,0.11,0.05,71.02,audio_features,4pbBln4buEqrlFlTjkmywN,2.19,4/4
325,0.31,0.19,B,-15.54,minor,0.03,0.89,0.96,0.53,0.08,99.89,audio_features,6yppi7MNhpUTWPYIb6LIdW,1.59,4/4
326,0.51,0.2,A#/Bb,-15.32,major,0.04,0.99,0.94,0.09,0.9,160.14,audio_features,7pbZbkMOePbRi45BNAhRnf,1.02,3/4
327,0.75,0.44,F,-11.86,minor,0.05,0.5,0.92,0.17,0.75,89.99,audio_features,4C6GdDol2sHOuhUSt8rspV,1.83,4/4
328,0.24,0.22,C,-11.33,minor,0.03,0.81,0.39,0.11,0.08,100.59,audio_features,5MEQ91Z29pSOA1mHLyk4W2,2.7,3/4
329,0.31,0.5,D,-9.73,minor,0.04,0.75,0.64,0.1,0.32,155.55,audio_features,4EVb8iiLdIuuimTA5SD3gn,3.46,4/4
330,0.33,0.29,C,-10.13,major,0.03,0.74,0.8,0.1,0.1,140.78,audio_features,7FiPPZMuspTj6koUqxir5z,6.03,3/4
331,0.09,0.31,C,-8.75,major,0.04,0.84,0.76,0.13,0.04,69.28,audio_features,6JGE1IbYe9WcmrKRHEBwrw,6.08,4/4
332,0.09,0.31,C,-8.75,major,0.04,0.84,0.76,0.13,0.04,69.28,audio_features,6JGE1IbYe9WcmrKRHEBwrw,6.08,4/4
333,0.55,0.43,D,-10.88,minor,0.04,0.85,0.56,0.11,0.28,136.88,audio_features,5tN1EvrHoxtusz8OCRKGdY,4.08,3/4
334,0.26,0.54,G,-7.96,minor,0.04,0.82,0.91,0.1,0.39,109.76,audio_features,4JwoLiQ9XysXqw4JcVvAYC,5.4,3/4
335,0.22,0.31,F,-9.64,minor,0.04,0.84,0.58,0.12,0.17,126.1,audio_features,5cy6nd48GwnUkl27Kmdr0O,3.69,4/4
336,0.25,0.39,G,-9.3,minor,0.03,0.56,0.94,0.12,0.18,100.02,audio_features,3IiWVE4GJYrqSVhgjEH1Yl,4.41,4/4
337,0.21,0.3,F,-10.3,major,0.04,0.9,0.89,0.24,0.04,112.48,audio_features,5BVhuE2oWsDiHJkEefyFWm,3.04,3/4
338,0.44,0.38,A,-15.62,minor,0.04,0.78,0.96,0.07,0.26,92.89,audio_features,0Az8sB0kiWOtgZFphoCKzd,4.29,3/4
339,0.31,0.45,D,-9.95,minor,0.03,0.76,0.93,0.12,0.14,136.08,audio_features,5ReqcLBovuMu5jdCZRoU1D,3.5,4/4
340,0.24,0.39,C,-9.17,major,0.03,0.65,0.96,0.16,0.04,85.36,audio_features,7GxUuaXFWqUSk1HBjHjGMY,6.04,4/4
341,0.17,0.19,F,-8.63,major,0.04,0.86,0.11,0.13,0.04,102.86,audio_features,5lNLIphSK0tyPMDaLWyy0I,4.22,3/4
342,0.22,0.54,D,-6.79,minor,0.04,0.01,0.97,0.21,0.31,120.76,audio_features,2meOIQl4WhJUdYdIyHCu6R,3.33,4/4
343,0.24,0.46,C#/Db,-7.16,major,0.03,0.69,0.0,0.29,0.52,65.44,audio_features,5QCgVLE40otCwuB2onm6vG,5.82,4/4
344,0.41,0.22,F,-14.53,major,0.04,0.98,0.93,0.1,0.42,149.96,audio_features,2UP5F0HJERjhCt4lrxhHrv,2.24,4/4
345,0.35,0.11,E,-18.74,major,0.04,0.94,0.89,0.08,0.18,82.19,audio_features,40WRvujzP1um11Fj28Ylvc,4.28,4/4
346,0.79,0.41,D,-14.34,minor,0.04,0.7,0.82,0.04,0.84,106.09,audio_features,1vfwDqHFFlQaEToybTHNq9,3.86,4/4
347,0.69,0.45,C#/Db,-14.38,minor,0.03,0.62,0.1,0.23,0.84,102.13,audio_features,7MRDCK3ft9TkLk0uktH6d1,4.1,4/4
348,0.7,0.6,A,-13.4,minor,0.04,0.52,0.88,0.05,0.92,124.16,audio_features,5cL0SY9YLZnUsIJds5uJvx,4.17,4/4
