,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,length_in_minutes,time_signature
1799,0.52,0.19,D,-15.62,minor,0.04,0.68,0.0,0.08,0.49,119.06,audio_features,7fc6nJ0lpoGWf1ARB1R0O0,2.16,3/4
1800,0.53,0.22,E,-13.97,minor,0.03,0.97,0.01,0.11,0.16,129.94,audio_features,6UB0oeQixDMtuQalt0QFS0,5.0,3/4
1801,0.53,0.17,E,-16.22,minor,0.04,0.97,0.0,0.11,0.37,102.5,audio_features,4dIkLa3NQoTkQ2oPtnt4pt,2.74,4/4
1802,0.45,0.5,F,-12.91,major,0.03,0.13,0.02,0.09,0.85,149.03,audio_features,67OLtDm3jaMdhywCIxZNgP,2.37,4/4
1803,0.57,0.34,E,-9.26,major,0.03,0.92,0.12,0.17,0.78,133.31,audio_features,2Dcbh5kFL45gTrFDJj8ddu,2.71,4/4
1804,0.48,0.52,A#/Bb,-8.63,major,0.03,0.94,0.96,0.1,0.65,122.33,audio_features,5SaOX5WmvmvyNIVGmyBJGp,3.46,4/4
1805,0.63,0.76,D,-11.76,minor,0.03,0.59,0.86,0.3,0.92,103.5,audio_features,1tlV5fKrV7aojTanUs3ahZ,4.55,4/4
1806,0.65,0.73,D,-13.22,minor,0.03,0.56,0.83,0.1,0.88,96.89,audio_features,6NQusjyMXiugb7apQFewMO,4.82,4/4
1807,0.64,0.63,D,-12.8,major,0.04,0.7,0.84,0.12,0.39,95.02,audio_features,7leuexeO2iHPG7b773F9vX,4.89,4/4
1808,0.66,0.73,E,-12.36,minor,0.04,0.57,0.82,0.11,0.74,92.46,audio_features,2BFBRtfOUolqfecjttoLIm,4.94,4/4
1809,0.63,0.76,D,-11.76,minor,0.03,0.59,0.86,0.3,0.92,103.5,audio_features,1tlV5fKrV7aojTanUs3ahZ,4.55,4/4
1810,0.67,0.74,F#/Gb,-11.19,minor,0.03,0.55,0.81,0.11,0.94,95.43,audio_features,5FpJy5woYptiLlLY4M8b4t,4.87,4/4
1811,0.64,0.93,E,-10.99,minor,0.04,0.69,0.79,0.12,0.64,117.84,audio_features,5z6iKYv8uzFgK5NGAPPo6k,5.18,4/4
1812,0.58,0.64,D,-7.78,minor,0.04,0.98,0.92,0.13,0.9,91.93,audio_features,2VvuCJJbRIOPSKGrEcEjML,3.19,4/4
1813,0.68,0.78,A,-12.52,minor,0.03,0.6,0.85,0.13,0.8,103.54,audio_features,15gVbJONLKYQOqhDywJxNN,5.02,4/4
1814,0.5,0.4,A,-13.79,minor,0.03,0.61,0.76,0.06,0.49,152.09,audio_features,1iXbONCyazFcyTsKHc65rB,3.69,4/4
1815,0.61,0.68,D,-13.46,minor,0.04,0.87,0.8,0.11,0.74,97.02,audio_features,4Lrtmm4pEer3lIrrkptzlX,4.14,4/4
1816,0.71,0.41,F,-15.74,minor,0.03,0.54,0.71,0.08,0.64,100.51,audio_features,1eYnkyzh2DQlYPNaS44mP7,5.07,4/4
1817,0.64,0.87,A,-13.4,minor,0.04,0.66,0.86,0.24,0.85,100.46,audio_features,4Nk6MvTJKyXwNmvU7biIxZ,4.7,4/4
1818,0.65,0.73,D,-13.22,minor,0.03,0.56,0.83,0.1,0.88,96.89,audio_features,6NQusjyMXiugb7apQFewMO,4.82,4/4
1819,0.64,0.63,D,-12.8,major,0.04,0.7,0.84,0.12,0.39,95.02,audio_features,7leuexeO2iHPG7b773F9vX,4.89,4/4
1820,0.66,0.73,E,-12.36,minor,0.04,0.57,0.82,0.11,0.74,92.46,audio_features,2BFBRtfOUolqfecjttoLIm,4.94,4/4
1821,0.68,0.6,G,-13.65,major,0.04,0.48,0.87,0.08,0.66,104.48,audio_features,5qK86NVlwNfEEgbVVZvtpF,4.91,4/4
1822,0.61,0.58,C#/Db,-11.98,minor,0.04,0.84,0.86,0.11,0.81,93.46,audio_features,2I9QlnzsbJsxmoiM0URIBH,3.72,4/4
1823,0.59,0.26,A,-11.47,minor,0.06,0.99,0.93,0.11,0.13,74.98,audio_features,0Eh8UpceVubBxrxbJeBwTA,1.37,3/4
1824,0.65,0.8,E,-11.26,minor,0.04,0.42,0.71,0.2,0.71,98.14,audio_features,3nMK0VYmh8GVrsDqBJ6Xid,3.96,4/4
1825,0.63,0.68,E,-14.07,minor,0.04,0.38,0.9,0.09,0.93,139.65,audio_features,3s1sz2lzup8E15M0iiGFcX,4.47,4/4
1826,0.61,0.58,E,-7.92,minor,0.05,0.97,0.91,0.11,0.9,82.58,audio_features,4BhKZrcPfRsrH4GsxuToey,2.21,3/4
1827,0.62,0.87,E,-8.02,minor,0.03,0.87,0.88,0.13,0.88,92.02,audio_features,6RnWQjNl9ITdiJWJPruUhm,4.62,4/4
1828,0.66,0.76,F,-13.26,minor,0.03,0.7,0.87,0.06,0.95,117.67,audio_features,4ElGBwQNRY4OiYZGQgs9Fp,4.93,4/4
1829,0.62,0.64,D,-13.12,major,0.03,0.7,0.9,0.32,0.7,112.55,audio_features,3XwDr78w8JDcmmec5Tead2,5.54,4/4
1830,0.62,0.55,A,-13.46,minor,0.04,0.57,0.84,0.08,0.96,93.97,audio_features,7khFWkw7DIiKVXLaUv8wdS,3.94,4/4
1831,0.63,0.8,B,-7.45,minor,0.04,0.8,0.91,0.11,0.91,80.0,audio_features,25cfKO8oehr4PG3alzLhlv,4.25,4/4
1832,0.6,0.76,A,-5.83,minor,0.03,0.89,0.82,0.11,0.82,75.0,audio_features,5QQDNx5SLlyBfHGUiUzNW5,3.57,4/4
1833,0.66,0.76,B,-8.15,minor,0.03,0.53,0.86,0.17,0.72,131.9,audio_features,1307P8DDXikxuHsmwmpRZV,5.25,4/4
1834,0.71,0.51,A,-14.41,minor,0.04,0.86,0.87,0.1,0.91,135.92,audio_features,133sItm9HfcPFaSq0q3BW4,4.6,4/4
1835,0.68,0.68,F#/Gb,-8.33,minor,0.03,0.88,0.9,0.16,0.85,125.04,audio_features,0n56mpNk9pcJ2WwEVD0fFv,5.01,4/4
1836,0.0,0.0,C,-13.26,major,0.0,0.62,0.99,0.26,0.0,0.0,audio_features,5RsBwPzaG3gZJIQ3TuH1T8,2.68,
1837,0.0,0.0,C,-13.26,major,0.0,0.62,0.99,0.26,0.0,0.0,audio_features,5RsBwPzaG3gZJIQ3TuH1T8,2.68,
1838,0.16,0.04,F,-12.18,major,0.05,0.66,0.91,0.61,0.01,100.47,audio_features,72mm4kiD5XE4AcDX5yUE8P,3.25,3/4
1839,0.0,0.0,D#/Eb,-10.51,major,0.0,0.17,0.48,0.38,0.0,0.0,audio_features,3pkiPPpdqZdML1igk3PrfT,2.43,
1840,0.16,0.04,F,-12.18,major,0.05,0.66,0.91,0.61,0.01,100.47,audio_features,72mm4kiD5XE4AcDX5yUE8P,3.25,3/4
1841,0.0,0.0,C,-13.26,major,0.0,0.62,0.99,0.26,0.0,0.0,audio_features,5RsBwPzaG3gZJIQ3TuH1T8,2.68,
1842,0.0,0.0,D#/Eb,-10.51,major,0.0,0.17,0.48,0.38,0.0,0.0,audio_features,3pkiPPpdqZdML1igk3PrfT,2.43,
1843,0.0,0.0,C,-13.26,major,0.0,0.62,0.99,0.26,0.0,0.0,audio_features,5RsBwPzaG3gZJIQ3TuH1T8,2.68,
1844,0.16,0.04,F,-12.18,major,0.05,0.66,0.91,0.61,0.01,100.47,audio_features,72mm4kiD5XE4AcDX5yUE8P,3.25,3/4
1845,0.17,0.98,B,-15.59,major,0.07,0.99,0.89,0.12,0.02,116.62,audio_features,3zvL76uBcRH7xr6wGt0gns,3.35,4/4
1846,0.23,0.94,G#/Ab,-12.8,major,0.11,0.16,0.5,0.87,0.04,119.29,audio_features,0czhnkeYm4fzpcaeIVjMJu,72.0,3/4
1847,0.23,0.94,G#/Ab,-12.8,major,0.11,0.16,0.5,0.87,0.04,119.29,audio_features,0czhnkeYm4fzpcaeIVjMJu,72.0,3/4
1848,0.5,0.37,A,-11.58,major,0.04,0.95,0.08,0.1,0.37,78.78,audio_features,23CYKO5L1wUGng3TL37fq0,2.56,4/4
1849,0.58,0.09,F#/Gb,-11.48,minor,0.05,0.94,0.0,0.16,0.12,78.54,audio_features,33kKcOJoyNduHwXhEnga8X,2.32,4/4
1850,0.73,0.32,D#/Eb,-11.64,major,0.06,0.74,0.01,0.26,0.63,116.82,audio_features,3EUxtYagZRbXB7is7UjSg7,3.79,4/4
1851,0.58,0.09,F#/Gb,-11.48,minor,0.05,0.94,0.0,0.16,0.12,78.54,audio_features,33kKcOJoyNduHwXhEnga8X,2.32,4/4
1852,0.5,0.37,A,-11.58,major,0.04,0.95,0.08,0.1,0.37,78.78,audio_features,23CYKO5L1wUGng3TL37fq0,2.56,4/4
1853,0.59,0.11,E,-12.27,minor,0.04,0.83,0.0,0.32,0.28,125.16,audio_features,6ygX4sQWC4b4Ttv46b7Mx6,2.7,4/4
1854,0.66,0.26,C,-10.03,major,0.04,0.74,0.0,0.18,0.51,92.07,audio_features,68o7eSZOP2kT4Of3mgiWKw,5.68,4/4
1855,0.56,0.19,C,-9.16,major,0.03,0.92,0.0,0.08,0.2,117.59,audio_features,7lcUx8bgiwGEn0BHNo3O31,4.58,4/4
1856,0.58,0.21,F#/Gb,-11.81,major,0.04,0.94,0.0,0.1,0.39,92.45,audio_features,1B8C0h5Y8MRvzK7j17BODg,2.89,4/4
1857,0.53,0.12,F#/Gb,-11.16,major,0.05,0.93,0.0,0.1,0.18,117.47,audio_features,4izE25w6PfpI4eRmzUmeEH,2.58,3/4
1858,0.54,0.32,E,-11.67,major,0.03,0.95,0.67,0.1,0.18,124.95,audio_features,2GNj9KRwpxBWgEiPQc3jEj,3.56,4/4
1859,0.69,0.53,G#/Ab,-10.22,major,0.04,0.81,0.2,0.13,0.91,160.01,audio_features,6yIyrlTO06MAWqzSAEfjMh,3.97,4/4
1860,0.6,0.3,F#/Gb,-11.19,minor,0.03,0.75,0.47,0.09,0.18,109.01,audio_features,21JL0gpeAYgbSUmzhgSPJz,3.54,4/4
1861,0.39,0.57,G,-9.2,major,0.17,0.83,0.0,0.14,0.53,81.11,audio_features,0lx2cLdOt3piJbcaXIV74f,3.58,4/4
1862,0.85,0.21,B,-13.6,minor,0.23,0.87,0.0,0.1,0.89,118.06,audio_features,75HWClTWIa1UQECeRnbjie,3.04,4/4
1863,0.41,0.18,A#/Bb,-14.69,major,0.04,0.97,0.0,0.11,0.6,170.01,audio_features,60mU9COPbr4mcGDRVPPGok,2.6,4/4
1864,0.69,0.22,C,-18.7,major,0.03,0.91,0.8,0.09,0.55,101.82,audio_features,3ypH2Qjy1KpRUv8Yyw86Ie,2.38,4/4
1865,0.58,0.26,F,-9.73,major,0.03,0.8,0.02,0.11,0.43,116.9,audio_features,6OTx5lgBBpUAshc23JQ89X,4.48,4/4
1866,0.3,0.28,G,-10.16,minor,0.04,0.79,0.0,0.1,0.14,175.1,audio_features,2aXBORgLuv2czaJVyeLOl7,3.14,4/4
1867,0.43,0.27,C,-16.65,major,0.15,0.86,0.01,0.11,0.17,100.26,audio_features,5bIgzvxvlefRUCQK9JPocF,3.66,4/4
1868,0.69,0.92,G,-4.68,major,0.04,0.0,0.0,0.34,0.75,110.06,audio_features,73q3FpQVXWk5eSUnyo83E4,3.49,4/4
1869,0.7,0.58,C,-5.07,major,0.03,0.0,0.0,0.06,0.73,88.96,audio_features,1cjBan0t4eBk2Y5j17hdyf,3.64,4/4
1870,0.71,0.86,B,-6.68,major,0.15,0.03,0.0,0.13,0.92,119.95,audio_features,0Jc8qF1mUPo1A96HE9QxZz,3.97,4/4
1871,0.32,0.5,F,-9.14,minor,0.03,0.05,0.31,0.12,0.14,84.56,audio_features,5Ext9ObPEi7wIcv5AiQWJy,4.1,4/4
1872,0.36,0.32,C,-11.54,major,0.04,0.01,0.58,0.1,0.21,121.43,audio_features,0KQbsC4lUfm0qmRW68g6BF,4.46,4/4
1873,0.47,0.16,F#/Gb,-16.94,major,0.03,0.77,0.0,0.09,0.21,110.12,audio_features,6i5dlTpkjpwwHOOYdLscHr,4.68,4/4
1874,0.42,0.21,A#/Bb,-15.89,major,0.03,0.9,0.03,0.19,0.35,111.55,audio_features,6N7JMoaUYgo4pwPgsnSobr,3.18,3/4
1875,0.5,0.42,D#/Eb,-14.51,major,0.04,0.2,0.94,0.12,0.15,161.01,audio_features,0SRwiDQBfokvXUe69UBXlq,5.37,3/4
1876,0.23,0.59,E,-7.81,minor,0.03,0.34,0.0,0.21,0.18,159.98,audio_features,73WEZ2qitNdBiUEhtckC6G,5.31,3/4
1877,0.47,0.44,C,-10.37,minor,0.04,0.47,0.0,0.13,0.38,127.93,audio_features,5Bkb5FAVkPXUNcp8B45bWS,3.61,4/4
1878,0.3,0.45,C,-6.19,minor,0.03,0.15,0.02,0.1,0.2,143.55,audio_features,44yES5bd4ezm4W6workRfh,3.78,4/4
1879,0.26,0.61,B,-8.35,minor,0.16,0.26,0.01,0.11,0.22,80.06,audio_features,13gy7iQVtO6IR96VM8IQTJ,3.98,4/4
1880,0.39,0.56,B,-5.84,minor,0.03,0.0,0.04,0.1,0.26,110.23,audio_features,0YXCJlidjXsr7vnu7EXZtH,8.55,3/4
1881,0.47,0.2,A,-13.42,major,0.04,0.97,0.0,0.69,0.3,129.5,audio_features,7htt7UuxHL5wneOcMWJP5E,4.23,4/4
1882,0.48,0.26,G,-15.73,major,0.04,0.74,0.01,0.83,0.38,122.86,audio_features,6mFkJmJqdDVQ1REhVfGgd1,5.58,4/4
1883,0.48,0.26,G,-15.73,major,0.04,0.74,0.01,0.83,0.38,122.86,audio_features,6mFkJmJqdDVQ1REhVfGgd1,5.58,4/4
1884,0.42,0.75,F#/Gb,-8.68,major,0.04,0.04,0.0,0.13,0.4,120.47,audio_features,1ju7EsSGvRybSNEsRvc7qY,5.94,4/4
1885,0.25,0.8,G,-3.98,major,0.04,0.13,0.01,0.31,0.25,150.06,audio_features,0oerlffJSzhRVvtDfLcp3N,5.14,4/4
1886,0.25,0.8,G,-3.98,major,0.04,0.13,0.01,0.31,0.25,150.06,audio_features,0oerlffJSzhRVvtDfLcp3N,5.14,4/4
1887,0.78,0.22,F,-8.69,minor,0.46,0.81,0.52,0.1,0.86,75.02,audio_features,4J0WIzpuSJ5IijYgPwDDLE,0.96,3/4
1888,0.22,0.0,C#/Db,-30.93,minor,0.05,0.99,0.88,0.07,0.19,163.66,audio_features,2MSgFefjK0T7Iwjvr3OKqV,4.32,4/4
1889,0.58,0.52,B,-7.92,major,0.07,0.1,0.0,0.13,0.62,85.85,audio_features,2yBiwYEX680zQLrHwdV1aT,2.53,4/4
1890,0.61,0.57,D,-5.65,major,0.08,0.01,0.0,0.13,0.75,105.01,audio_features,6iF4RgIjDvDqyW13PezSj3,2.86,4/4
1891,0.74,0.1,D,-31.85,major,0.06,0.88,0.96,0.11,0.19,102.01,audio_features,1ITXk2XtlXEEJIjPaYxeHC,5.1,4/4
1892,0.34,0.05,F#/Gb,-38.89,major,0.04,0.86,0.97,0.11,0.03,134.21,audio_features,6NpymTa0H0DXNQcfGBSb9M,2.87,4/4
1893,0.38,0.03,E,-39.29,major,0.04,0.85,0.97,0.11,0.03,68.01,audio_features,7hnCKEU2LpfD3tkfgEhnKF,2.82,
1894,0.28,0.02,F,-38.86,major,0.05,0.88,0.97,0.11,0.03,172.1,audio_features,1iXrptWumZpCohHlTE1ct2,2.98,4/4
1895,0.77,0.3,B,-29.16,minor,0.08,0.47,0.88,0.11,0.82,99.99,audio_features,3VUaSYzan96brB5zchJx4T,3.6,4/4
1896,0.25,0.01,A#/Bb,-38.26,major,0.05,0.87,0.97,0.11,0.03,199.62,audio_features,11lLwgMsGuTS8ENsA1Tf35,2.56,4/4
1897,0.73,0.02,C#/Db,-34.75,major,0.06,0.86,0.96,0.09,0.13,108.01,audio_features,4iu11idQuMvhRWfeKsT7eZ,5.34,3/4
1898,0.7,0.11,C,-25.15,major,0.07,0.72,0.94,0.07,0.64,120.01,audio_features,4WpJhXF5NvcZQApCRU7Fih,5.07,4/4
1899,0.42,0.07,C,-32.21,major,0.03,0.85,0.9,0.1,0.3,140.07,audio_features,3hPrb5z3kXBRO8i5EOLgxw,2.81,4/4
1900,0.53,0.01,C,-33.74,major,0.03,0.95,0.93,0.09,0.04,90.02,audio_features,2QYFCIqPfs6xonIijWZWKh,3.69,4/4
1901,0.36,0.03,C#/Db,-34.25,major,0.04,0.91,0.97,0.11,0.04,164.0,audio_features,5EPNlsmQpNiE3AQZMsMaDs,2.98,4/4
1902,0.5,0.04,D,-30.9,major,0.04,0.96,0.94,0.09,0.07,160.06,audio_features,3lzBhoMOytPl2SJb76MKHS,4.15,3/4
1903,0.26,0.25,G,-25.26,major,0.05,0.86,0.82,0.11,0.14,60.02,audio_features,1qlpsQZTzBJ3C9Padf3dCp,2.27,4/4
1904,0.37,0.36,E,-21.15,minor,0.13,0.94,0.96,0.11,0.12,169.95,audio_features,1v57YftYtPtqI7HPPBIj2c,2.16,4/4
1905,0.74,0.14,A,-20.74,minor,0.06,0.94,0.94,0.1,0.66,95.01,audio_features,7J8NbJZXIbR3JLOUk5BITV,2.77,4/4
1906,0.46,0.09,D,-32.63,major,0.05,0.47,0.95,0.11,0.13,227.96,audio_features,4vtqAaig1XbUIZbCmZXp1A,3.97,4/4
1907,0.43,0.26,B,-20.75,minor,0.39,0.93,0.92,0.09,0.14,114.52,audio_features,4ILaye6zO7KQ4jdfcsyZfp,4.12,4/4
1908,0.13,0.01,C,-29.43,minor,0.05,0.94,0.88,0.12,0.04,74.62,audio_features,6Ff7dIvhOa6wqCxYdNDKSs,6.0,5/4
1909,0.26,0.01,B,-37.43,major,0.05,0.82,0.96,0.11,0.03,160.03,audio_features,11wGs0bSwN3km6whYMZCiu,2.4,4/4
1910,0.34,0.28,A#/Bb,-16.7,minor,0.03,0.94,0.94,0.1,0.1,180.06,audio_features,19GN5lWipW5bg1aa8SCLTE,3.05,4/4
1911,0.43,0.01,D,-37.72,minor,0.04,0.96,0.85,0.12,0.18,170.78,audio_features,1BHu8dmQWiwoh7p1vgJZKN,5.48,4/4
1912,0.31,0.46,G#/Ab,-18.59,major,0.05,0.82,0.8,0.11,0.06,199.71,audio_features,4nIdUgjJwddAnfZhggwFpa,3.41,4/4
1913,0.61,0.16,G#/Ab,-26.06,major,0.04,0.92,0.93,0.11,0.1,106.03,audio_features,0Htf6VECFgxlVKmS4dHrR0,3.83,4/4
1914,0.72,0.14,G,-23.24,major,0.04,0.92,0.95,0.11,0.07,115.97,audio_features,6hOMR6CFQICXK8NXpjiBh2,4.68,3/4
1915,0.13,0.07,C,-34.03,major,0.04,0.94,0.91,0.09,0.33,73.84,audio_features,07tqZO4kbo6KqjKOcP265f,2.75,3/4
1916,0.39,0.22,A#/Bb,-27.53,minor,0.04,0.82,0.86,0.11,0.03,76.99,audio_features,2M52JGX9RzoeFFEN4lVMqX,3.58,4/4
1917,0.9,0.07,C#/Db,-33.51,major,0.1,0.8,0.91,0.1,0.22,104.0,audio_features,0U4UCxiNLfa87Qn42aNBta,5.31,4/4
1918,0.51,0.34,A#/Bb,-20.09,minor,0.04,0.96,0.93,0.1,0.45,154.1,audio_features,3rkesmzecZXrKZ7HA68OKZ,4.12,4/4
1919,0.7,0.03,D,-32.67,major,0.09,0.79,0.97,0.11,0.04,120.0,audio_features,59hLUdNHEoyvpyNzzkuq2i,5.14,4/4
1920,0.77,0.54,A,-21.68,minor,0.04,0.63,0.92,0.11,0.54,120.0,audio_features,07JOkxdkKHffHm1YLbUhFg,8.12,3/4
1921,0.36,0.34,C#/Db,-13.4,minor,0.03,0.98,0.93,0.09,0.04,123.11,audio_features,0Rw6XHubnNlZ7joTug4ogA,5.4,4/4
1922,0.11,0.03,D,-20.02,major,0.04,0.87,0.9,0.11,0.04,67.01,audio_features,1BUK2OhjoaxPi6n7CPq25q,5.95,4/4
1923,0.18,0.03,G#/Ab,-24.15,major,0.04,0.86,0.84,0.11,0.04,72.12,audio_features,2Gfs49i4wLusg8WLM8Q3jS,2.61,4/4
1924,0.4,0.52,C,-16.29,major,0.05,0.13,0.56,0.13,0.1,166.02,audio_features,0ezGSiP56OzbGTjLQPYqSg,4.81,4/4
1925,0.35,0.27,D#/Eb,-17.37,minor,0.03,0.95,0.91,0.08,0.23,166.06,audio_features,64F9fI3h6rA2fBcvQI5HGu,6.56,4/4
1926,0.7,0.06,D,-31.67,major,0.04,0.7,0.95,0.11,0.43,96.0,audio_features,5D2Q2uDmAgXsILAZtq3UqF,4.06,4/4
1927,0.49,0.56,G#/Ab,-14.26,major,0.03,0.8,0.88,0.12,0.11,137.0,audio_features,4TAL33N8l0k9Cvjnmqc1Qi,7.7,
1928,0.38,0.03,G#/Ab,-25.03,minor,0.06,0.97,0.86,0.07,0.24,98.97,audio_features,6gBoS2GWFPjv8ysRszX2Se,2.8,4/4
1929,0.68,0.71,A#/Bb,-9.32,minor,0.03,0.19,0.55,0.09,0.67,93.98,audio_features,5SabZvlFlmKJBX9sg6ZpJ2,3.52,4/4
1930,0.38,0.03,G#/Ab,-25.03,minor,0.06,0.97,0.86,0.07,0.24,98.97,audio_features,6gBoS2GWFPjv8ysRszX2Se,2.8,4/4
1931,0.59,0.66,E,-12.6,major,0.04,0.28,0.83,0.1,0.56,95.04,audio_features,11Ft6EOnNdVZt0Is8mI8Vd,3.48,4/4
1932,0.68,0.46,G#/Ab,-15.43,minor,0.05,0.24,0.91,0.08,0.21,130.0,audio_features,7uYewleEwnHuejP3GOncQb,2.42,4/4
1933,0.78,0.36,B,-10.7,minor,0.1,0.56,0.84,0.1,0.35,75.01,audio_features,4jYTN4ZmXCyzwCtTufWaUC,1.71,4/4
1934,0.75,0.34,E,-9.42,minor,0.04,0.29,0.66,0.14,0.13,119.97,audio_features,6I1MOBxNyONiYDRYwalH0u,3.9,4/4
1935,0.68,0.71,D,-8.97,minor,0.03,0.15,0.95,0.11,0.69,109.98,audio_features,3oDgH0GUhZ5NZsedIguEfW,3.13,4/4
1936,0.4,0.06,G,-20.23,major,0.04,0.99,0.78,0.1,0.17,80.34,audio_features,6soHyHJ9Ow3iQa8Vq4usct,3.17,4/4
1937,0.64,0.76,E,-8.57,major,0.03,0.06,0.89,0.13,0.42,110.0,audio_features,6d02cRtcQQE4bO7mqWS2Lg,3.56,4/4
1938,0.47,0.46,C,-11.22,major,0.03,0.68,0.88,0.06,0.26,179.98,audio_features,4h3h4g9K2lJTK0UH2aB9KK,4.0,4/4
1939,0.51,0.43,E,-16.73,minor,0.04,0.44,0.4,0.07,0.88,180.05,audio_features,6FklLoc7BjTC8x0sYGMHi6,2.52,4/4
1940,0.67,0.53,C#/Db,-15.1,minor,0.03,0.42,0.92,0.1,0.87,95.0,audio_features,3fLIB7HeFJHTerzVUHuTwI,2.32,3/4
1941,0.6,0.31,F,-12.18,major,0.03,0.87,0.88,0.12,0.33,159.93,audio_features,2g5ZGuEJHEzRTznq0VGuIH,2.92,4/4
1942,0.56,0.68,D,-12.34,major,0.03,0.05,0.91,0.14,0.57,122.03,audio_features,1AVstcCcjACdS70FihlqY1,3.69,4/4
1943,0.44,0.35,D,-19.3,minor,0.05,0.99,0.95,0.36,0.19,123.58,audio_features,3xSm4KseElmxf3QkAdgznA,2.5,4/4
1944,0.59,0.1,D#/Eb,-16.76,major,0.06,0.99,0.88,0.13,0.23,137.29,audio_features,7Jwdnx2CpZF9vvWcFbi66o,1.77,4/4
1945,0.48,0.24,A,-14.7,major,0.03,0.5,0.8,0.1,0.1,120.06,audio_features,1mJROKjOrHSRhSr72KmVOt,3.33,4/4
1946,0.61,0.14,G,-17.38,minor,0.07,0.99,0.96,0.11,0.1,112.86,audio_features,0KVKQvTIawaL8OOUPinifq,2.5,3/4
1947,0.72,0.51,D,-12.03,major,0.03,0.51,0.65,0.2,0.14,134.0,audio_features,2G65iNKl6CZBYKtndU5o6L,2.21,4/4
1948,0.49,0.1,A,-25.45,minor,0.03,0.24,0.66,0.22,0.18,79.98,audio_features,6dkCYwWsPCV0853qAwZ9MH,2.15,4/4
1949,0.71,0.31,E,-12.12,minor,0.05,0.94,0.92,0.11,0.49,119.98,audio_features,3LMC2j3LqweR6CIsyHOrV6,2.27,3/4
1950,0.65,0.56,G,-11.41,minor,0.03,0.63,0.0,0.24,0.57,190.04,audio_features,3PctDddlOxwleXt6bqxkK0,2.15,3/4
1951,0.56,0.26,E,-15.6,major,0.04,0.97,0.56,0.13,0.36,129.99,audio_features,7szFsDj8XeHJduOQcjjsKi,2.61,3/4
1952,0.33,0.33,A#/Bb,-16.24,minor,0.04,0.84,0.25,0.08,0.24,184.0,audio_features,2pdD7K0runudzMvoSW3MHd,2.44,3/4
1953,0.33,0.39,A#/Bb,-16.43,minor,0.04,0.12,0.94,0.1,0.06,62.44,audio_features,4LDXnOCkx6f7jo23c1zFaV,5.58,4/4
1954,0.42,0.06,D,-21.78,minor,0.08,0.99,0.94,0.1,0.19,73.12,audio_features,0R3LA8eQnJ8QV9ClxiLVyo,1.8,5/4
1955,0.72,0.51,A,-9.32,minor,0.04,0.36,0.94,0.08,0.24,80.0,audio_features,1BdZ0heuWO076jgbwMEa2S,1.96,4/4
1956,0.65,0.62,D,-9.79,major,0.04,0.36,0.62,0.15,0.54,115.01,audio_features,71RzhxlZpTpokA2UTRjCGP,4.28,4/4
1957,0.64,0.62,A#/Bb,-7.04,minor,0.03,0.06,0.95,0.22,0.49,107.99,audio_features,1oVAAn6zMZaIVCA1vAZc3j,3.56,4/4
1958,0.58,0.43,G#/Ab,-11.76,major,0.04,0.22,0.86,0.12,0.71,171.96,audio_features,5WPmvbT9Irf8MClSJXcaji,3.6,4/4
1959,0.68,0.71,A#/Bb,-9.32,minor,0.03,0.19,0.55,0.09,0.67,93.98,audio_features,5SabZvlFlmKJBX9sg6ZpJ2,3.52,4/4
1960,0.6,0.74,C#/Db,-7.43,minor,0.03,0.41,0.89,0.07,0.86,130.98,audio_features,1RgGpUM0a96PtGT7Q2RdBo,2.96,4/4
1961,0.52,0.82,C#/Db,-6.69,major,0.03,0.16,0.57,0.08,0.67,160.01,audio_features,0gsXmvqT85VYfUGlcZXHsA,3.04,3/4
1962,0.61,0.61,E,-10.06,minor,0.03,0.01,0.72,0.05,0.68,120.0,audio_features,690dvXMWxULhfqfQf7JrVY,3.63,4/4
1963,0.68,0.79,E,-9.34,minor,0.03,0.25,0.72,0.13,0.62,133.0,audio_features,256Qj1Qh7NczxBbVCYNNng,1.8,4/4
1964,0.76,0.63,F#/Gb,-5.29,minor,0.04,0.48,0.92,0.09,0.28,99.0,audio_features,5VVOijlu8o38WE3qWqEp7X,3.29,4/4
1965,0.72,0.62,G#/Ab,-7.04,major,0.02,0.79,0.37,0.19,0.49,100.0,audio_features,6mv4BDicbFAG5iB3O2E9py,2.52,3/4
1966,0.68,0.71,D,-8.97,minor,0.03,0.15,0.95,0.11,0.69,109.98,audio_features,3oDgH0GUhZ5NZsedIguEfW,3.13,4/4
1967,0.62,0.45,C,-8.84,minor,0.04,0.19,0.96,0.08,0.24,190.08,audio_features,7muxvuaPTM4DcFwDW6lzZM,3.37,4/4
1968,0.59,0.52,G#/Ab,-7.05,major,0.03,0.06,0.0,0.09,0.34,182.03,audio_features,54vJWX8zDVu6dMFqKgvqLT,3.52,4/4
1969,0.75,0.34,E,-9.42,minor,0.04,0.29,0.66,0.14,0.13,119.97,audio_features,6I1MOBxNyONiYDRYwalH0u,3.9,4/4
1970,0.56,0.82,G#/Ab,-7.62,minor,0.03,0.19,0.82,0.08,0.5,82.01,audio_features,2WFRGGDTD5coQtonoka2as,3.38,4/4
1971,0.57,0.48,A,-9.75,major,0.04,0.08,0.85,0.09,0.58,163.98,audio_features,2k4MY8sY86XTr1PrU5bLdd,3.89,4/4
